Instrument:,,,,,NH3-211205141,,,
Name:,,,,,Biosolids Dewatering,,,
Time Zone Offset (Minutes):,,,,,-300,,,
Orignal File Name:,,,,,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM.acrudata",,,
Session ID:,,,,,6523,,,
Session 1st Title:,,,,,"NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM",,,
Session Start:,,,,,"1/8/2024, 9:14:36 AM",,,
Session End:,,,,,"1/31/2024, 1:17:36 PM",,,
,,,,,,,,
Time Stamp,NH3 (PPM),Temperature (°F),Humidity (%),,Battery (Volts),,,ISO time
"1/19/2024, 6:59:36 PM",7,59,92.3,,3.649,,,2024-01-19T23:59:36.000Z
"1/19/2024, 7:02:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:02:36.000Z
"1/19/2024, 7:05:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:05:36.000Z
"1/19/2024, 7:08:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:08:36.000Z
"1/19/2024, 7:11:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:11:36.000Z
"1/19/2024, 7:14:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:14:36.000Z
"1/19/2024, 7:17:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:17:36.000Z
"1/19/2024, 7:20:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:20:36.000Z
"1/19/2024, 7:23:36 PM",7,59,92.3,,3.649,,,2024-01-20T00:23:36.000Z
"1/19/2024, 7:26:36 PM",7,58.8,92.3,,3.649,,,2024-01-20T00:26:36.000Z
"1/19/2024, 7:29:36 PM",7,58.8,92.3,,3.649,,,2024-01-20T00:29:36.000Z
"1/19/2024, 7:32:36 PM",7,58.6,92.3,,3.648,,,2024-01-20T00:32:36.000Z
"1/19/2024, 7:35:36 PM",7,58.6,92.3,,3.649,,,2024-01-20T00:35:36.000Z
"1/19/2024, 7:38:36 PM",7,58.5,92.3,,3.649,,,2024-01-20T00:38:36.000Z
"1/19/2024, 7:41:36 PM",7,58.5,92.3,,3.649,,,2024-01-20T00:41:36.000Z
"1/19/2024, 7:44:36 PM",7,58.3,92.3,,3.649,,,2024-01-20T00:44:36.000Z
"1/19/2024, 7:47:36 PM",7,58.3,92.3,,3.649,,,2024-01-20T00:47:36.000Z
"1/19/2024, 7:50:36 PM",7,58.1,92.3,,3.649,,,2024-01-20T00:50:36.000Z
"1/19/2024, 7:53:36 PM",7,58.1,92.3,,3.649,,,2024-01-20T00:53:36.000Z
"1/19/2024, 7:56:36 PM",7,57.9,92.3,,3.649,,,2024-01-20T00:56:36.000Z
"1/19/2024, 7:59:36 PM",7,57.9,92.3,,3.649,,,2024-01-20T00:59:36.000Z
"1/19/2024, 8:02:36 PM",7,57.9,92.3,,3.649,,,2024-01-20T01:02:36.000Z
"1/19/2024, 8:05:36 PM",7,57.7,92.2,,3.649,,,2024-01-20T01:05:36.000Z
"1/19/2024, 8:08:36 PM",7,57.7,92.2,,3.649,,,2024-01-20T01:08:36.000Z
"1/19/2024, 8:11:36 PM",7,57.7,92.3,,3.648,,,2024-01-20T01:11:36.000Z
"1/19/2024, 8:14:36 PM",7,57.7,92.3,,3.649,,,2024-01-20T01:14:36.000Z
"1/19/2024, 8:17:36 PM",7,57.9,92.3,,3.648,,,2024-01-20T01:17:36.000Z
"1/19/2024, 8:20:36 PM",7,57.9,92.3,,3.649,,,2024-01-20T01:20:36.000Z
"1/19/2024, 8:23:36 PM",7,58.1,92.4,,3.648,,,2024-01-20T01:23:36.000Z
"1/19/2024, 8:26:36 PM",7,58.3,92.4,,3.649,,,2024-01-20T01:26:36.000Z
"1/19/2024, 8:29:36 PM",7,58.3,92.4,,3.648,,,2024-01-20T01:29:36.000Z
"1/19/2024, 8:32:36 PM",7,58.5,92.4,,3.649,,,2024-01-20T01:32:36.000Z
"1/19/2024, 8:35:36 PM",7,58.5,92.4,,3.648,,,2024-01-20T01:35:36.000Z
"1/19/2024, 8:38:36 PM",7,58.6,92.4,,3.648,,,2024-01-20T01:38:36.000Z
"1/19/2024, 8:41:36 PM",7,58.6,92.4,,3.648,,,2024-01-20T01:41:36.000Z
"1/19/2024, 8:44:36 PM",7,58.8,92.4,,3.648,,,2024-01-20T01:44:36.000Z
"1/19/2024, 8:47:36 PM",7,58.8,92.4,,3.649,,,2024-01-20T01:47:36.000Z
"1/19/2024, 8:50:36 PM",7,59,92.4,,3.648,,,2024-01-20T01:50:36.000Z
"1/19/2024, 8:53:36 PM",7,59,92.4,,3.649,,,2024-01-20T01:53:36.000Z
"1/19/2024, 8:56:36 PM",7,59,92.4,,3.649,,,2024-01-20T01:56:36.000Z
"1/19/2024, 8:59:36 PM",7,59,92.4,,3.649,,,2024-01-20T01:59:36.000Z
"1/19/2024, 9:02:36 PM",7,59,92.4,,3.649,,,2024-01-20T02:02:36.000Z
"1/19/2024, 9:05:36 PM",7,59,92.4,,3.649,,,2024-01-20T02:05:36.000Z
"1/19/2024, 9:08:36 PM",7,59.2,92.4,,3.649,,,2024-01-20T02:08:36.000Z
"1/19/2024, 9:11:36 PM",7,59.2,92.4,,3.648,,,2024-01-20T02:11:36.000Z
"1/19/2024, 9:14:36 PM",7,59.4,92.4,,3.649,,,2024-01-20T02:14:36.000Z
"1/19/2024, 9:17:36 PM",7,59.5,92.5,,3.648,,,2024-01-20T02:17:36.000Z
"1/19/2024, 9:20:36 PM",7,59.5,92.5,,3.648,,,2024-01-20T02:20:36.000Z
"1/19/2024, 9:23:36 PM",7,59.7,92.5,,3.648,,,2024-01-20T02:23:36.000Z
"1/19/2024, 9:26:36 PM",7,59.7,92.5,,3.648,,,2024-01-20T02:26:36.000Z
"1/19/2024, 9:29:36 PM",7,59.9,92.5,,3.649,,,2024-01-20T02:29:36.000Z
"1/19/2024, 9:32:36 PM",7,59.9,92.5,,3.648,,,2024-01-20T02:32:36.000Z
"1/19/2024, 9:35:36 PM",7,60.1,92.5,,3.649,,,2024-01-20T02:35:36.000Z
"1/19/2024, 9:38:36 PM",7,60.1,92.5,,3.649,,,2024-01-20T02:38:36.000Z
"1/19/2024, 9:41:36 PM",7,60.1,92.5,,3.649,,,2024-01-20T02:41:36.000Z
"1/19/2024, 9:44:36 PM",7,60.1,92.5,,3.648,,,2024-01-20T02:44:36.000Z
"1/19/2024, 9:47:36 PM",7,60.3,92.5,,3.649,,,2024-01-20T02:47:36.000Z
"1/19/2024, 9:50:36 PM",7,60.3,92.5,,3.649,,,2024-01-20T02:50:36.000Z
"1/19/2024, 9:53:36 PM",8,60.3,92.5,,3.649,,,2024-01-20T02:53:36.000Z
"1/19/2024, 9:56:36 PM",8,60.4,92.5,,3.649,,,2024-01-20T02:56:36.000Z
"1/19/2024, 9:59:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T02:59:36.000Z
"1/19/2024, 10:02:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:02:36.000Z
"1/19/2024, 10:05:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:05:36.000Z
"1/19/2024, 10:08:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:08:36.000Z
"1/19/2024, 10:11:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:11:36.000Z
"1/19/2024, 10:14:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:14:36.000Z
"1/19/2024, 10:17:36 PM",7,60.4,92.5,,3.649,,,2024-01-20T03:17:36.000Z
"1/19/2024, 10:20:36 PM",8,60.4,92.5,,3.649,,,2024-01-20T03:20:36.000Z
"1/19/2024, 10:23:36 PM",8,60.4,92.5,,3.649,,,2024-01-20T03:23:36.000Z
"1/19/2024, 10:26:36 PM",8,60.4,92.5,,3.649,,,2024-01-20T03:26:36.000Z
"1/19/2024, 10:29:36 PM",8,60.6,92.5,,3.649,,,2024-01-20T03:29:36.000Z
"1/19/2024, 10:32:36 PM",8,60.6,92.6,,3.649,,,2024-01-20T03:32:36.000Z
"1/19/2024, 10:35:36 PM",8,60.6,92.6,,3.649,,,2024-01-20T03:35:36.000Z
"1/19/2024, 10:38:36 PM",8,60.8,92.6,,3.649,,,2024-01-20T03:38:36.000Z
"1/19/2024, 10:41:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:41:36.000Z
"1/19/2024, 10:44:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:44:36.000Z
"1/19/2024, 10:47:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:47:36.000Z
"1/19/2024, 10:50:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:50:36.000Z
"1/19/2024, 10:53:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:53:36.000Z
"1/19/2024, 10:56:36 PM",7,60.8,92.6,,3.649,,,2024-01-20T03:56:36.000Z
"1/19/2024, 10:59:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T03:59:36.000Z
"1/19/2024, 11:02:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:02:36.000Z
"1/19/2024, 11:05:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:05:36.000Z
"1/19/2024, 11:08:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:08:36.000Z
"1/19/2024, 11:11:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:11:36.000Z
"1/19/2024, 11:14:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:14:36.000Z
"1/19/2024, 11:17:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:17:36.000Z
"1/19/2024, 11:20:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:20:36.000Z
"1/19/2024, 11:23:36 PM",7,60.6,92.6,,3.649,,,2024-01-20T04:23:36.000Z
"1/19/2024, 11:26:36 PM",7,60.4,92.6,,3.649,,,2024-01-20T04:26:36.000Z
"1/19/2024, 11:29:36 PM",7,60.4,92.6,,3.649,,,2024-01-20T04:29:36.000Z
"1/19/2024, 11:32:36 PM",7,60.3,92.6,,3.649,,,2024-01-20T04:32:36.000Z
"1/19/2024, 11:35:36 PM",7,60.1,92.5,,3.649,,,2024-01-20T04:35:36.000Z
"1/19/2024, 11:38:36 PM",7,60.1,92.5,,3.649,,,2024-01-20T04:38:36.000Z
"1/19/2024, 11:41:36 PM",7,59.9,92.5,,3.649,,,2024-01-20T04:41:36.000Z
"1/19/2024, 11:44:36 PM",7,59.7,92.5,,3.649,,,2024-01-20T04:44:36.000Z
"1/19/2024, 11:47:36 PM",7,59.7,92.5,,3.649,,,2024-01-20T04:47:36.000Z
"1/19/2024, 11:50:36 PM",7,59.5,92.5,,3.649,,,2024-01-20T04:50:36.000Z
"1/19/2024, 11:53:36 PM",7,59.4,92.5,,3.649,,,2024-01-20T04:53:36.000Z
"1/19/2024, 11:56:36 PM",7,59.4,92.5,,3.649,,,2024-01-20T04:56:36.000Z
"1/19/2024, 11:59:36 PM",7,59.2,92.5,,3.649,,,2024-01-20T04:59:36.000Z
"1/20/2024, 12:02:36 AM",7,59.2,92.5,,3.649,,,2024-01-20T05:02:36.000Z
"1/20/2024, 12:05:36 AM",7,59.2,92.5,,3.649,,,2024-01-20T05:05:36.000Z
"1/20/2024, 12:08:36 AM",7,59.2,92.5,,3.649,,,2024-01-20T05:08:36.000Z
"1/20/2024, 12:11:36 AM",7,59.4,92.5,,3.649,,,2024-01-20T05:11:36.000Z
"1/20/2024, 12:14:36 AM",7,59.4,92.5,,3.648,,,2024-01-20T05:14:36.000Z
"1/20/2024, 12:17:36 AM",7,59.4,92.5,,3.648,,,2024-01-20T05:17:36.000Z
"1/20/2024, 12:20:36 AM",7,59.4,92.5,,3.649,,,2024-01-20T05:20:36.000Z
"1/20/2024, 12:23:36 AM",7,59.4,92.5,,3.648,,,2024-01-20T05:23:36.000Z
"1/20/2024, 12:26:36 AM",7,59.4,92.5,,3.649,,,2024-01-20T05:26:36.000Z
"1/20/2024, 12:29:36 AM",7,59.4,92.5,,3.649,,,2024-01-20T05:29:36.000Z
"1/20/2024, 12:32:36 AM",7,59.2,92.5,,3.648,,,2024-01-20T05:32:36.000Z
"1/20/2024, 12:35:36 AM",7,59.2,92.5,,3.648,,,2024-01-20T05:35:36.000Z
"1/20/2024, 12:38:36 AM",7,59,92.4,,3.649,,,2024-01-20T05:38:36.000Z
"1/20/2024, 12:41:36 AM",7,59,92.5,,3.648,,,2024-01-20T05:41:36.000Z
"1/20/2024, 12:44:36 AM",7,59,92.5,,3.649,,,2024-01-20T05:44:36.000Z
"1/20/2024, 12:47:36 AM",7,59,92.5,,3.649,,,2024-01-20T05:47:36.000Z
"1/20/2024, 12:50:36 AM",7,58.8,92.5,,3.649,,,2024-01-20T05:50:36.000Z
"1/20/2024, 12:53:36 AM",7,58.8,92.5,,3.649,,,2024-01-20T05:53:36.000Z
"1/20/2024, 12:56:36 AM",7,58.8,92.5,,3.648,,,2024-01-20T05:56:36.000Z
"1/20/2024, 12:59:36 AM",7,59,92.5,,3.649,,,2024-01-20T05:59:36.000Z
"1/20/2024, 1:02:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:02:36.000Z
"1/20/2024, 1:05:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:05:36.000Z
"1/20/2024, 1:08:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:08:36.000Z
"1/20/2024, 1:11:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:11:36.000Z
"1/20/2024, 1:14:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:14:36.000Z
"1/20/2024, 1:17:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:17:36.000Z
"1/20/2024, 1:20:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:20:36.000Z
"1/20/2024, 1:23:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:23:36.000Z
"1/20/2024, 1:26:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:26:36.000Z
"1/20/2024, 1:29:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:29:36.000Z
"1/20/2024, 1:32:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:32:36.000Z
"1/20/2024, 1:35:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:35:36.000Z
"1/20/2024, 1:38:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:38:36.000Z
"1/20/2024, 1:41:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:41:36.000Z
"1/20/2024, 1:44:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:44:36.000Z
"1/20/2024, 1:47:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:47:36.000Z
"1/20/2024, 1:50:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:50:36.000Z
"1/20/2024, 1:53:36 AM",7,59,92.5,,3.648,,,2024-01-20T06:53:36.000Z
"1/20/2024, 1:56:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:56:36.000Z
"1/20/2024, 1:59:36 AM",7,59,92.5,,3.649,,,2024-01-20T06:59:36.000Z
"1/20/2024, 2:02:36 AM",7,59,92.5,,3.648,,,2024-01-20T07:02:36.000Z
"1/20/2024, 2:05:36 AM",7,59,92.5,,3.648,,,2024-01-20T07:05:36.000Z
"1/20/2024, 2:08:36 AM",7,59,92.5,,3.648,,,2024-01-20T07:08:36.000Z
"1/20/2024, 2:11:36 AM",7,59,92.5,,3.649,,,2024-01-20T07:11:36.000Z
"1/20/2024, 2:14:36 AM",7,59,92.5,,3.648,,,2024-01-20T07:14:36.000Z
"1/20/2024, 2:17:36 AM",7,59,92.5,,3.648,,,2024-01-20T07:17:36.000Z
"1/20/2024, 2:20:36 AM",7,58.8,92.5,,3.649,,,2024-01-20T07:20:36.000Z
"1/20/2024, 2:23:36 AM",7,58.6,92.5,,3.649,,,2024-01-20T07:23:36.000Z
"1/20/2024, 2:26:36 AM",7,58.5,92.5,,3.648,,,2024-01-20T07:26:36.000Z
"1/20/2024, 2:29:36 AM",7,58.3,92.5,,3.648,,,2024-01-20T07:29:36.000Z
"1/20/2024, 2:32:36 AM",7,58.3,92.5,,3.648,,,2024-01-20T07:32:36.000Z
"1/20/2024, 2:35:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T07:35:36.000Z
"1/20/2024, 2:38:36 AM",6,57.9,92.4,,3.648,,,2024-01-20T07:38:36.000Z
"1/20/2024, 2:41:36 AM",7,57.9,92.4,,3.649,,,2024-01-20T07:41:36.000Z
"1/20/2024, 2:44:36 AM",7,57.7,92.4,,3.649,,,2024-01-20T07:44:36.000Z
"1/20/2024, 2:47:36 AM",7,57.6,92.4,,3.648,,,2024-01-20T07:47:36.000Z
"1/20/2024, 2:50:36 AM",7,57.6,92.4,,3.648,,,2024-01-20T07:50:36.000Z
"1/20/2024, 2:53:36 AM",7,57.6,92.4,,3.648,,,2024-01-20T07:53:36.000Z
"1/20/2024, 2:56:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T07:56:36.000Z
"1/20/2024, 2:59:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T07:59:36.000Z
"1/20/2024, 3:02:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T08:02:36.000Z
"1/20/2024, 3:05:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T08:05:36.000Z
"1/20/2024, 3:08:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T08:08:36.000Z
"1/20/2024, 3:11:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T08:11:36.000Z
"1/20/2024, 3:14:36 AM",7,57.4,92.4,,3.648,,,2024-01-20T08:14:36.000Z
"1/20/2024, 3:17:36 AM",7,57.4,92.5,,3.648,,,2024-01-20T08:17:36.000Z
"1/20/2024, 3:20:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:20:36.000Z
"1/20/2024, 3:23:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:23:36.000Z
"1/20/2024, 3:26:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:26:36.000Z
"1/20/2024, 3:29:36 AM",7,57.6,92.5,,3.647,,,2024-01-20T08:29:36.000Z
"1/20/2024, 3:32:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:32:36.000Z
"1/20/2024, 3:35:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:35:36.000Z
"1/20/2024, 3:38:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:38:36.000Z
"1/20/2024, 3:41:36 AM",7,57.6,92.5,,3.647,,,2024-01-20T08:41:36.000Z
"1/20/2024, 3:44:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:44:36.000Z
"1/20/2024, 3:47:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:47:36.000Z
"1/20/2024, 3:50:36 AM",7,57.6,92.5,,3.648,,,2024-01-20T08:50:36.000Z
"1/20/2024, 3:53:36 AM",7,57.7,92.5,,3.648,,,2024-01-20T08:53:36.000Z
"1/20/2024, 3:56:36 AM",7,57.7,92.5,,3.648,,,2024-01-20T08:56:36.000Z
"1/20/2024, 3:59:36 AM",7,57.7,92.5,,3.648,,,2024-01-20T08:59:36.000Z
"1/20/2024, 4:02:36 AM",7,57.9,92.5,,3.648,,,2024-01-20T09:02:36.000Z
"1/20/2024, 4:05:36 AM",7,57.9,92.5,,3.648,,,2024-01-20T09:05:36.000Z
"1/20/2024, 4:08:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:08:36.000Z
"1/20/2024, 4:11:36 AM",7,58.1,92.6,,3.648,,,2024-01-20T09:11:36.000Z
"1/20/2024, 4:14:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:14:36.000Z
"1/20/2024, 4:17:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:17:36.000Z
"1/20/2024, 4:20:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:20:36.000Z
"1/20/2024, 4:23:36 AM",7,58.1,92.5,,3.647,,,2024-01-20T09:23:36.000Z
"1/20/2024, 4:26:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:26:36.000Z
"1/20/2024, 4:29:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:29:36.000Z
"1/20/2024, 4:32:36 AM",7,58.1,92.5,,3.648,,,2024-01-20T09:32:36.000Z
"1/20/2024, 4:35:36 AM",7,58.1,92.6,,3.648,,,2024-01-20T09:35:36.000Z
"1/20/2024, 4:38:36 AM",7,58.1,92.6,,3.648,,,2024-01-20T09:38:36.000Z
"1/20/2024, 4:41:36 AM",7,58.1,92.6,,3.648,,,2024-01-20T09:41:36.000Z
"1/20/2024, 4:44:36 AM",7,58.1,92.6,,3.648,,,2024-01-20T09:44:36.000Z
"1/20/2024, 4:47:36 AM",7,58.1,92.6,,3.647,,,2024-01-20T09:47:36.000Z
"1/20/2024, 4:50:36 AM",7,58.3,92.6,,3.648,,,2024-01-20T09:50:36.000Z
"1/20/2024, 4:53:36 AM",7,58.3,92.6,,3.648,,,2024-01-20T09:53:36.000Z
"1/20/2024, 4:56:36 AM",7,58.3,92.6,,3.648,,,2024-01-20T09:56:36.000Z
"1/20/2024, 4:59:36 AM",7,58.3,92.6,,3.648,,,2024-01-20T09:59:36.000Z
"1/20/2024, 5:02:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:02:36.000Z
"1/20/2024, 5:05:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:05:36.000Z
"1/20/2024, 5:08:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:08:36.000Z
"1/20/2024, 5:11:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:11:36.000Z
"1/20/2024, 5:14:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:14:36.000Z
"1/20/2024, 5:17:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:17:36.000Z
"1/20/2024, 5:20:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:20:36.000Z
"1/20/2024, 5:23:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:23:36.000Z
"1/20/2024, 5:26:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:26:36.000Z
"1/20/2024, 5:29:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:29:36.000Z
"1/20/2024, 5:32:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:32:36.000Z
"1/20/2024, 5:35:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:35:36.000Z
"1/20/2024, 5:38:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:38:36.000Z
"1/20/2024, 5:41:36 AM",7,58.5,92.6,,3.648,,,2024-01-20T10:41:36.000Z
"1/20/2024, 5:44:36 AM",6,58.5,92.6,,3.648,,,2024-01-20T10:44:36.000Z
"1/20/2024, 5:47:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T10:47:36.000Z
"1/20/2024, 5:50:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T10:50:36.000Z
"1/20/2024, 5:53:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T10:53:36.000Z
"1/20/2024, 5:56:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T10:56:36.000Z
"1/20/2024, 5:59:36 AM",6,58.3,92.6,,3.647,,,2024-01-20T10:59:36.000Z
"1/20/2024, 6:02:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T11:02:36.000Z
"1/20/2024, 6:05:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:05:36.000Z
"1/20/2024, 6:08:36 AM",6,58.3,92.6,,3.648,,,2024-01-20T11:08:36.000Z
"1/20/2024, 6:11:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:11:36.000Z
"1/20/2024, 6:14:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:14:36.000Z
"1/20/2024, 6:17:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:17:36.000Z
"1/20/2024, 6:20:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:20:36.000Z
"1/20/2024, 6:23:36 AM",6,58.1,92.6,,3.648,,,2024-01-20T11:23:36.000Z
"1/20/2024, 6:26:36 AM",6,57.9,92.6,,3.648,,,2024-01-20T11:26:36.000Z
"1/20/2024, 6:29:36 AM",6,57.9,92.6,,3.648,,,2024-01-20T11:29:36.000Z
"1/20/2024, 6:32:36 AM",6,57.9,92.6,,3.648,,,2024-01-20T11:32:36.000Z
"1/20/2024, 6:35:36 AM",6,57.9,92.6,,3.648,,,2024-01-20T11:35:36.000Z
"1/20/2024, 6:38:36 AM",6,57.7,92.6,,3.648,,,2024-01-20T11:38:36.000Z
"1/20/2024, 6:41:36 AM",6,57.7,92.5,,3.648,,,2024-01-20T11:41:36.000Z
"1/20/2024, 6:44:36 AM",6,57.7,92.5,,3.648,,,2024-01-20T11:44:36.000Z
"1/20/2024, 6:47:36 AM",6,57.6,92.6,,3.648,,,2024-01-20T11:47:36.000Z
"1/20/2024, 6:50:36 AM",6,57.6,92.6,,3.648,,,2024-01-20T11:50:36.000Z
"1/20/2024, 6:53:36 AM",6,57.4,92.5,,3.648,,,2024-01-20T11:53:36.000Z
"1/20/2024, 6:56:36 AM",6,57.4,92.5,,3.648,,,2024-01-20T11:56:36.000Z
"1/20/2024, 6:59:36 AM",6,57.2,92.5,,3.648,,,2024-01-20T11:59:36.000Z
"1/20/2024, 7:02:36 AM",6,57.2,92.5,,3.648,,,2024-01-20T12:02:36.000Z
"1/20/2024, 7:05:36 AM",6,57,92.5,,3.648,,,2024-01-20T12:05:36.000Z
"1/20/2024, 7:08:36 AM",6,57,92.5,,3.648,,,2024-01-20T12:08:36.000Z
"1/20/2024, 7:11:36 AM",6,57,92.5,,3.648,,,2024-01-20T12:11:36.000Z
"1/20/2024, 7:14:36 AM",6,56.8,92.5,,3.648,,,2024-01-20T12:14:36.000Z
"1/20/2024, 7:17:36 AM",6,56.8,92.5,,3.647,,,2024-01-20T12:17:36.000Z
"1/20/2024, 7:20:36 AM",6,56.8,92.5,,3.648,,,2024-01-20T12:20:36.000Z
"1/20/2024, 7:23:36 AM",6,56.8,92.5,,3.648,,,2024-01-20T12:23:36.000Z
"1/20/2024, 7:26:36 AM",6,56.8,92.5,,3.648,,,2024-01-20T12:26:36.000Z
"1/20/2024, 7:29:36 AM",5,56.8,92.5,,3.648,,,2024-01-20T12:29:36.000Z
"1/20/2024, 7:32:36 AM",6,56.8,92.5,,3.647,,,2024-01-20T12:32:36.000Z
"1/20/2024, 7:35:36 AM",6,56.8,92.5,,3.648,,,2024-01-20T12:35:36.000Z
"1/20/2024, 7:38:36 AM",6,56.7,92.5,,3.648,,,2024-01-20T12:38:36.000Z
"1/20/2024, 7:41:36 AM",6,56.7,92.5,,3.647,,,2024-01-20T12:41:36.000Z
"1/20/2024, 7:44:36 AM",6,56.7,92.5,,3.647,,,2024-01-20T12:44:36.000Z
"1/20/2024, 7:47:36 AM",5,56.5,92.5,,3.648,,,2024-01-20T12:47:36.000Z
"1/20/2024, 7:50:36 AM",5,56.5,92.5,,3.648,,,2024-01-20T12:50:36.000Z
"1/20/2024, 7:53:36 AM",5,56.3,92.5,,3.648,,,2024-01-20T12:53:36.000Z
"1/20/2024, 7:56:36 AM",5,56.3,92.4,,3.647,,,2024-01-20T12:56:36.000Z
"1/20/2024, 7:59:36 AM",5,56.1,92.4,,3.647,,,2024-01-20T12:59:36.000Z
"1/20/2024, 8:02:36 AM",5,55.9,92.5,,3.647,,,2024-01-20T13:02:36.000Z
"1/20/2024, 8:05:36 AM",5,55.9,92.5,,3.647,,,2024-01-20T13:05:36.000Z
"1/20/2024, 8:08:36 AM",5,55.9,92.5,,3.647,,,2024-01-20T13:08:36.000Z
